usage_date,billing_period,account_id,account_name,business_unit,environment,region,service_name,product_name,team,cost_usd,usage_quantity,usage_unit,monthly_revenue_proxy,active_customers,workflows_processed,enterprise_customer_flag,sla_tier,budget_amount,forecast_baseline_cost,acquisition_phase,tag_owner,tag_environment,tag_product,tag_cost_center,allocation_status,anomaly_flag
2025-10-27,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon CloudWatch,workflow-intelligence,product-analytics,10.46,61695.55,logs-metrics-events,1372077.18,4313,97768,0,standard,178062.21,181187.29,pre-integration,,prod,workflow-intelligence,shared-ops,partially-allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon CloudWatch,reporting-api,platform,0.56,3810.85,logs-metrics-events,1026511.43,1979,5742,1,premium,116910.43,111099.29,pre-integration,platform,dev,reporting-api,shared-ops,partially-allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon CloudWatch,ai-assistant,product-analytics,12.25,80450.87,logs-metrics-events,1157398.86,2944,92769,1,enterprise,173319.21,186162.59,pre-integration,,prod,ai-assistant,shared-ops,partially-allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon EBS,reporting-api,platform,4.18,17566.81,gb-month-proxy,879771.34,1837,17560,1,enterprise,98281.48,96247.83,pre-integration,,prod,reporting-api,shared-ops,partially-allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon S3,workflow-intelligence,ml-engineering,5.98,21710.36,gb-month-proxy,1795183.06,4390,40943,0,premium,243267.24,262650.13,pre-integration,,staging,workflow-intelligence,shared-ops,unallocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Data Transfer,ai-assistant,data,19.37,60340.03,gb-transfer,1069784.07,2814,108431,0,standard,161396.33,165558.83,pre-integration,data,prod,,shared-ops,partially-allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Data Transfer,workflow-intelligence,data,5.63,18649.41,gb-transfer,2274129.39,4435,25361,1,enterprise,266451.59,246168.52,pre-integration,data,production,,,allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,prod,us-east-1,NAT Gateway,ai-assistant,product-analytics,22.81,58740.11,gb-processed,714768.61,2855,80645,1,enterprise,67912.5,72492.25,pre-integration,product-analytics,prod,ai-assistant,shared-ops,allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Support / Shared Platform,reporting-api,ml-engineering,0.2,800.46,shared-unit,560743.68,1728,5799,0,standard,84220.04,79716.05,pre-integration,ml-engineering,dev,reporting-api,shared-ops,partially-allocated,0
2025-10-27,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Support / Shared Platform,ai-assistant,product-analytics,1.14,5111.44,shared-unit,1600013.09,2973,51946,0,premium,227907.03,214953.83,pre-integration,product-analytics,staging,ai-assistant,shared-ops,partially-allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,AWS Glue,ai-assistant,platform,1.75,9476.75,job-runs,781478.24,3000,46252,0,standard,105662.21,105068.21,pre-integration,platform,staging,ai-assistant,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon Athena,reporting-api,product-analytics,0.3,1794.35,queries,857417.08,1764,10438,1,enterprise,124786.32,115408.25,pre-integration,product-analytics,staging,reporting-api,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon Athena,workflow-intelligence,product-analytics,3.11,21902.45,queries,2055843.86,4569,106453,0,premium,291440.89,299957.58,pre-integration,product-analytics,prod,workflow-intelligence,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon CloudWatch,ai-assistant,product-analytics,5.77,33935.6,logs-metrics-events,816755.13,2885,49814,1,enterprise,112932.75,106271.41,pre-integration,product-analytics,production,ai-assistant,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon EC2,reporting-api,data,9.92,7859.18,compute-hours,1256107.23,2124,6692,0,standard,178256.34,183116.58,pre-integration,data,dev,reporting-api,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon RDS,ai-assistant,data,23.34,22717.5,db-hours,1734807.03,3070,24226,1,enterprise,209317.4,195374.1,pre-integration,data,dev,ai-assistant,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon RDS,reporting-api,platform,7.21,7759.99,db-hours,966210.38,1848,8501,0,standard,107083.64,111478.7,pre-integration,platform,staging,reporting-api,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon S3,workflow-intelligence,data,2.34,10129.68,gb-month-proxy,2145316.55,4332,20609,1,enterprise,268925.3,272902.47,pre-integration,data,dev,workflow-intelligence,,unallocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,ai-assistant,ml-engineering,8.35,29223.48,gb-transfer,1257969.94,2688,47889,0,standard,176119.22,164265.21,pre-integration,ml-engineering,staging,ai-assistant,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,reporting-api,data,1.92,6472.68,gb-transfer,487939.26,1870,9403,0,standard,75769.77,80140.4,pre-integration,data,staging,reporting-api,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,workflow-intelligence,data,6.94,23050.95,gb-transfer,2343427.22,4420,41007,1,enterprise,272997.41,254292.34,pre-integration,data,staging,workflow-intelligence,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,NAT Gateway,workflow-intelligence,platform,9.08,22703.33,gb-processed,2369909.27,4303,39946,1,enterprise,252063.39,261580.75,pre-integration,platform,staging,workflow-intelligence,core-platform,allocated,0
2025-10-28,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,NAT Gateway,ai-assistant,platform,8.03,20584.3,gb-processed,1859893.7,2968,28792,0,premium,294304.79,312768.55,pre-integration,platform,dev,ai-assistant,core-platform,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,AWS Fargate,reporting-api,ml-engineering,10.73,8710.59,compute-hours,818681.23,1814,10338,0,standard,100552.22,93263.9,pre-integration,ml-engineering,staging,reporting-api,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,AWS Fargate,ai-assistant,ml-engineering,34.11,29163.92,compute-hours,1795495.07,3061,28438,1,enterprise,240528.47,255746.87,pre-integration,ml-engineering,stage,ai-assistant,,partially-allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,AWS Glue,reporting-api,product-analytics,0.23,1016.45,job-runs,617050.97,1744,5007,0,standard,68537.79,73819.75,pre-integration,product-analytics,dev,reporting-api,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Glue,workflow-intelligence,product-analytics,2.96,14582.02,job-runs,2384197.39,4329,89782,0,premium,294064.78,275696.09,pre-integration,,prod,workflow-intelligence,ai-products,partially-allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Lambda,reporting-api,data,9.42,25039.21,requests,1006663.92,2008,23831,0,premium,135840.85,141093.67,pre-integration,data,prod,reporting-api,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon EBS,workflow-intelligence,platform,27.05,115447.83,gb-month-proxy,2666687.49,4400,100915,0,standard,382453.44,381494.53,pre-integration,platform,prod,workflow-intelligence,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon RDS,ai-assistant,product-analytics,110.61,37663.58,db-hours,1754071.29,2916,47938,0,premium,229424.32,217351.15,pre-integration,product-analytics,production,ai-assistant,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon RDS,workflow-intelligence,data,69.41,77354.88,db-hours,2608867.01,4274,79459,0,standard,332465.03,333777.78,pre-integration,data,prod,workflow-intelligence,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,Amazon S3,ai-assistant,data,4.74,17542.83,gb-month-proxy,1236906.2,2891,26311,1,enterprise,171517.8,170282.42,pre-integration,data,dev,,ai-products,partially-allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Data Transfer,ai-assistant,data,24.73,75711.96,gb-transfer,1828709.49,2989,105857,0,premium,178260.35,169239.14,pre-integration,data,prod,ai-assistant,ai-products,allocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Data Transfer,reporting-api,data,2.08,6308.88,gb-transfer,524462.64,1959,9367,0,standard,76466.38,75980.39,pre-integration,data,staging,,ai-products,unallocated,0
2025-10-28,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,NAT Gateway,reporting-api,product-analytics,5.34,14609.5,gb-processed,544734.87,2010,20705,0,premium,62821.53,58666.47,pre-integration,product-analytics,prod,reporting-api,ai-products,allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,AWS Fargate,workflow-intelligence,product-analytics,26.75,19751.73,compute-hours,1364486.76,4358,23184,0,premium,156278.17,151632.01,pre-integration,product-analytics,dev,,shared-ops,partially-allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon CloudWatch,reporting-api,platform,1.2,8507.39,logs-metrics-events,981587.28,1648,9566,0,standard,114364.93,109567.84,pre-integration,platform,staging,reporting-api,shared-ops,unallocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon CloudWatch,workflow-intelligence,product-analytics,11.36,68797.19,logs-metrics-events,2575655.75,4393,98241,0,standard,296623.24,312361.61,pre-integration,product-analytics,prod,workflow-intelligence,shared-ops,unallocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon EBS,ai-assistant,data,8.02,29339.94,gb-month-proxy,1127770.0,2703,24602,0,premium,115730.76,121058.37,pre-integration,data,dev,ai-assistant,shared-ops,partially-allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon EC2,workflow-intelligence,data,45.87,42214.47,compute-hours,2661657.65,4266,38537,0,standard,273962.65,267094.68,pre-integration,data,staging,workflow-intelligence,shared-ops,allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon EC2,ai-assistant,ml-engineering,60.87,55117.28,compute-hours,1448043.68,2968,51868,0,standard,204219.59,210285.87,pre-integration,ml-engineering,staging,ai-assistant,shared-ops,partially-allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon S3,reporting-api,data,2.65,10470.19,gb-month-proxy,426424.47,1702,20098,1,enterprise,53933.13,55650.29,pre-integration,data,prod,reporting-api,shared-ops,allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Data Transfer,ai-assistant,platform,5.35,15889.2,gb-transfer,1410763.29,2879,26798,0,premium,174674.03,163224.86,pre-integration,platform,dev,ai-assistant,shared-ops,allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Data Transfer,workflow-intelligence,data,6.03,18796.56,gb-transfer,1229557.6,4354,25947,0,standard,179029.68,183697.5,pre-integration,data,dev,workflow-intelligence,shared-ops,allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Data Transfer,reporting-api,platform,0.96,3016.65,gb-transfer,410972.04,1658,4230,1,premium,52791.95,52123.94,pre-integration,platform,dev,reporting-api,shared-ops,allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,NAT Gateway,workflow-intelligence,platform,5.57,14611.46,gb-processed,1621223.41,4263,23171,0,standard,202016.02,192874.01,pre-integration,platform,dev,workflow-intelligence,shared-ops,partially-allocated,0
2025-10-28,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Support / Shared Platform,ai-assistant,ml-engineering,0.62,2474.93,shared-unit,1553335.74,2727,21259,1,premium,196599.46,193430.4,pre-integration,ml-engineering,dev,ai-assistant,shared-ops,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,AWS Fargate,workflow-intelligence,data,157.92,115817.05,compute-hours,2611416.45,4351,98350,1,premium,335552.36,324242.4,pre-integration,data,prod,workflow-intelligence,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,AWS Glue,workflow-intelligence,data,0.81,3895.29,job-runs,1266808.25,4427,25990,1,enterprise,161286.96,170172.41,pre-integration,data,dev,,core-platform,unallocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,AWS Lambda,ai-assistant,platform,8.97,21942.0,requests,1389774.42,2916,22812,1,enterprise,166546.1,169215.45,pre-integration,,dev,ai-assistant,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon Athena,ai-assistant,ml-engineering,2.44,14443.83,queries,1688038.67,3015,95557,0,premium,243270.04,250221.95,pre-integration,ml-engineering,prod,ai-assistant,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon CloudWatch,ai-assistant,data,10.9,67436.87,logs-metrics-events,966965.09,2774,80825,0,standard,146323.84,136489.4,pre-integration,data,prod,ai-assistant,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon CloudWatch,reporting-api,platform,1.22,7226.81,logs-metrics-events,1125910.06,1788,10025,0,standard,172129.75,159894.76,pre-integration,platform,staging,reporting-api,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon EC2,workflow-intelligence,product-analytics,20.09,19360.62,compute-hours,1518832.04,4359,21770,0,standard,233068.3,242491.84,pre-integration,product-analytics,dev,workflow-intelligence,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon RDS,reporting-api,data,20.23,20391.57,db-hours,1201631.9,1999,21843,0,standard,182905.21,187606.69,pre-integration,,prod,reporting-api,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon RDS,workflow-intelligence,ml-engineering,20.77,20348.62,db-hours,1707111.21,4463,23067,0,standard,272316.25,290433.32,pre-integration,ml-engineering,production,workflow-intelligence,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon S3,workflow-intelligence,data,6.01,21154.03,gb-month-proxy,1304260.4,4344,40694,0,premium,156281.22,146900.59,pre-integration,data,staging,workflow-intelligence,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,workflow-intelligence,platform,9.66,33062.77,gb-transfer,1078776.85,4337,42411,0,standard,100205.06,95768.86,pre-integration,platform,staging,workflow-intelligence,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,ai-assistant,product-analytics,7.43,26498.11,gb-transfer,1191023.21,2882,36814,0,standard,136784.39,128779.44,pre-integration,product-analytics,staging,ai-assistant,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Data Transfer,reporting-api,product-analytics,0.84,2860.96,gb-transfer,979962.14,1764,4239,0,standard,144774.25,149949.71,pre-integration,product-analytics,dev,reporting-api,core-platform,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,NAT Gateway,workflow-intelligence,data,4.7,13082.5,gb-processed,1191141.19,4457,19469,0,standard,143264.98,145358.65,pre-integration,,dev,workflow-intelligence,,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Support / Shared Platform,ai-assistant,ml-engineering,0.29,2744.42,shared-unit,1241455.52,2957,22233,1,premium,141429.3,131303.8,pre-integration,ml-engineering,dev,ai-assistant,,allocated,0
2025-10-29,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Support / Shared Platform,reporting-api,product-analytics,0.2,1908.21,shared-unit,567863.92,1890,18630,0,standard,63182.57,62587.94,pre-integration,product-analytics,prod,reporting-api,core-platform,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Lambda,ai-assistant,platform,37.78,90003.64,requests,1782601.95,3031,90705,0,premium,161982.62,172096.59,pre-integration,platform,prod,ai-assistant,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,AWS Lambda,workflow-intelligence,ml-engineering,9.33,22499.75,requests,1632079.67,4290,20867,0,standard,164616.69,168977.05,pre-integration,ml-engineering,dev,workflow-intelligence,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,AWS Lambda,reporting-api,ml-engineering,5.82,12927.25,requests,561952.19,1821,10805,0,standard,52086.77,52432.0,pre-integration,ml-engineering,staging,,ai-products,partially-allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon Athena,workflow-intelligence,product-analytics,2.34,14282.7,queries,2552447.36,4380,86495,0,premium,401209.28,383244.47,pre-integration,product-analytics,prod,workflow-intelligence,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon CloudWatch,workflow-intelligence,product-analytics,3.74,24317.01,logs-metrics-events,2349701.12,4500,37792,1,enterprise,356080.83,358627.47,pre-integration,product-analytics,staging,workflow-intelligence,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,Amazon CloudWatch,reporting-api,data,0.66,4250.73,logs-metrics-events,688924.85,2154,5775,0,standard,107438.62,98846.33,pre-integration,data,dev,reporting-api,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon EBS,reporting-api,ml-engineering,6.72,26409.79,gb-month-proxy,682114.42,1842,22643,0,premium,106032.86,105245.88,pre-integration,ml-engineering,prod,reporting-api,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon EC2,ai-assistant,data,97.56,88412.97,compute-hours,1207621.1,2866,82776,0,standard,135882.41,141194.39,pre-integration,data,prod,ai-assistant,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon RDS,ai-assistant,ml-engineering,38.58,39169.48,db-hours,1740376.34,2878,38930,0,standard,178332.24,168722.14,pre-integration,ml-engineering,staging,ai-assistant,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,Amazon RDS,reporting-api,data,4.9,5304.95,db-hours,457521.99,1775,4923,0,standard,66734.65,61498.94,pre-integration,data,dev,reporting-api,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon S3,workflow-intelligence,platform,8.07,30165.34,gb-month-proxy,1495365.52,4499,46380,0,standard,171598.09,169174.88,pre-integration,platform,staging,workflow-intelligence,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Data Transfer,ai-assistant,data,10.11,31467.75,gb-transfer,1801698.74,2893,51184,0,premium,175614.35,183352.0,pre-integration,data,staging,ai-assistant,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,NAT Gateway,reporting-api,platform,3.87,11551.85,gb-processed,581773.09,1906,17941,0,standard,79967.48,76881.0,pre-integration,platform,prod,reporting-api,ai-products,allocated,0
2025-10-29,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Support / Shared Platform,reporting-api,platform,0.31,2722.56,shared-unit,411880.33,1673,20436,0,standard,42155.1,44277.42,pre-integration,,prod,reporting-api,ai-products,unallocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,staging,us-east-1,AWS Glue,ai-assistant,data,1.41,7129.43,job-runs,1299699.81,2833,44996,1,premium,154651.42,163193.71,pre-integration,data,staging,ai-assistant,shared-ops,allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,prod,us-east-1,AWS Lambda,ai-assistant,data,39.95,105564.06,requests,1042569.33,2985,119357,0,standard,101921.69,93850.96,pre-integration,data,prod,ai-assistant,shared-ops,allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon Athena,reporting-api,data,0.23,1671.99,queries,1063936.27,1761,9533,1,enterprise,144240.52,134407.84,pre-integration,data,staging,reporting-api,,partially-allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon CloudWatch,reporting-api,product-analytics,1.12,7644.79,logs-metrics-events,476862.32,1661,9154,0,standard,52733.02,52946.12,pre-integration,product-analytics,staging,,shared-ops,unallocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon CloudWatch,ai-assistant,platform,13.47,85046.64,logs-metrics-events,1857725.21,3005,116998,0,standard,215602.51,224258.24,pre-integration,platform,prod,ai-assistant,shared-ops,unallocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon EBS,reporting-api,platform,4.44,17963.97,gb-month-proxy,619188.15,1725,18688,0,standard,64349.01,69050.88,pre-integration,platform,prod,reporting-api,shared-ops,partially-allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon EC2,workflow-intelligence,ml-engineering,107.07,89742.6,compute-hours,1805711.27,4316,82027,0,premium,254794.02,259294.96,pre-integration,ml-engineering,prod,,shared-ops,allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Data Transfer,reporting-api,ml-engineering,2.06,6402.96,gb-transfer,853396.57,2016,8816,0,standard,82475.98,76819.36,pre-integration,ml-engineering,staging,reporting-api,shared-ops,allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Data Transfer,ai-assistant,ml-engineering,4.03,14496.61,gb-transfer,818194.64,3183,26154,1,enterprise,102131.51,100678.99,pre-integration,ml-engineering,dev,ai-assistant,shared-ops,partially-allocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,prod,us-east-1,NAT Gateway,ai-assistant,data,23.77,71179.88,gb-processed,1529055.75,2827,101579,1,premium,168315.19,164997.27,pre-integration,data,prod,ai-assistant,shared-ops,unallocated,0
2025-10-29,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Support / Shared Platform,reporting-api,data,0.14,610.99,shared-unit,1135110.46,1935,6344,0,standard,103267.85,96693.12,pre-integration,data,dev,reporting-api,shared-ops,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,AWS Glue,ai-assistant,platform,1.22,5366.08,job-runs,1043037.74,2856,28221,1,enterprise,117949.07,117924.24,pre-integration,platform,dev,ai-assistant,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,AWS Glue,workflow-intelligence,product-analytics,2.09,9156.92,job-runs,1214126.29,4301,42847,0,standard,137511.4,133399.86,pre-integration,product-analytics,staging,workflow-intelligence,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,AWS Lambda,ai-assistant,data,47.59,104018.72,requests,1364481.52,2853,102530,1,enterprise,204823.19,215562.42,pre-integration,data,prod,ai-assistant,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,AWS Lambda,reporting-api,platform,3.72,9219.38,requests,885743.16,1670,9022,0,standard,102093.91,105927.78,pre-integration,platform,staging,reporting-api,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon Athena,workflow-intelligence,ml-engineering,0.62,4011.37,queries,1818287.66,4263,19544,0,standard,212980.01,220568.78,pre-integration,ml-engineering,dev,workflow-intelligence,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon Athena,ai-assistant,product-analytics,2.85,17494.65,queries,1615894.75,2835,95759,0,standard,169228.29,181294.65,pre-integration,product-analytics,prod,ai-assistant,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon CloudWatch,reporting-api,ml-engineering,0.78,4471.1,logs-metrics-events,940777.82,1961,5589,0,premium,85937.89,82549.68,pre-integration,ml-engineering,dev,reporting-api,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon EBS,reporting-api,product-analytics,1.93,7398.6,gb-month-proxy,776866.64,1979,8754,0,standard,82558.71,81121.24,pre-integration,product-analytics,staging,,core-platform,partially-allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon EC2,workflow-intelligence,platform,114.68,109645.34,compute-hours,1289850.46,4374,94209,0,premium,202084.12,209723.74,pre-integration,platform,prod,workflow-intelligence,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon RDS,reporting-api,product-analytics,14.2,16724.61,db-hours,656703.88,1905,21642,1,premium,73192.72,68775.96,pre-integration,product-analytics,prod,reporting-api,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon RDS,workflow-intelligence,product-analytics,21.59,24941.66,db-hours,1371023.18,4253,24059,0,premium,203238.84,212074.58,pre-integration,product-analytics,dev,workflow-intelligence,core-platform,allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,NAT Gateway,ai-assistant,platform,11.72,29162.8,gb-processed,1676393.5,2871,38879,1,enterprise,259109.31,255281.38,pre-integration,platform,staging,,core-platform,partially-allocated,0
2025-10-30,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Support / Shared Platform,reporting-api,data,0.22,2060.64,shared-unit,1057167.99,1684,18512,0,premium,147407.06,158230.33,pre-integration,data,prod,reporting-api,core-platform,allocated,0
2025-10-30,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Fargate,workflow-intelligence,platform,166.76,124218.44,compute-hours,2372711.2,4337,103814,0,premium,309360.54,307590.84,pre-integration,platform,prod,workflow-intelligence,ai-products,allocated,0
2025-10-30,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon Athena,workflow-intelligence,platform,1.92,13430.58,queries,2468302.58,4249,92245,0,premium,394913.21,416530.24,pre-integration,platform,prod,workflow-intelligence,ai-products,allocated,0
2025-10-30,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon CloudWatch,reporting-api,product-analytics,1.18,7490.93,logs-metrics-events,519054.17,1832,9490,0,standard,69932.84,75421.69,pre-integration,product-analytics,staging,reporting-api,ai-products,allocated,0
2025-10-30,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon EBS,reporting-api,data,2.06,8479.57,gb-month-proxy,1062732.7,1938,9300,0,standard,114637.05,114163.67,pre-integration,,staging,reporting-api,ai-products,allocated,0
